Pt	54176	scaffold2395	410	-
Pt	54176	scaffold2238	1238	+
Pt	54176	scaffold2422	1361	+
Pt	54176	1	134881927	+
Pt	54176	5	36066196	-
Pt	54176	2	129385166	-
Pt	70706	scaffold2467	350	+
Pt	70706	scaffold2560	199	+
Pt	31858	scaffold2362	1056	+
Pt	31858	1	134291408	+
Pt	31858	7	152064077	-
Pt	3363	scaffold2325	5956	-
Pt	3363	4	11896073	-
Pt	3363	5	157136771	-
Pt	12720	6	16330283	-
Pt	12720	scaffold2508	592	+
Pt	12720	scaffold2303	7685	+
Pt	12720	scaffold2242	6237	-
Mt	108119	6	47788885	+
Mt	108119	9	62714349	-
Mt	185996	3	9934471	-
Mt	185996	6	47305569	+
Pt	56824	scaffold1679	13493	+
Pt	56824	scaffold2224	7931	-
Pt	56824	scaffold2235	1017	+
Pt	56824	scaffold2238	3495	+
Pt	56824	scaffold2422	3617	+
Pt	56824	scaffold2539	541	+
Pt	56824	scaffold2354	4309	-
Pt	56824	1	134884093	+
Pt	56824	10	97638983	-
Pt	56824	9	35190796	+
Pt	111760	7	104176396	-
Pt	111760	6	3764371	-
Pt	111760	5	125763507	+
Pt	67532	scaffold2159	7415	+
Pt	67532	scaffold2393	3859	+
Pt	67532	7	26402817	+
Pt	67532	1	134916813	+
Pt	67532	8	100662795	-
Pt	67532	7	108772026	+
Pt	67532	4	22148261	+
Pt	67532	2	166005417	+
Mt	8752	*	0	-
Mt	232091	2	80265960	+
Pt	139291	scaffold2114	3581	-
Pt	139291	10	99178063	-
Pt	139291	9	39643706	-
Pt	139291	2	99286778	-
Pt	139291	2	57477936	+
Pt	139291	2	99282882	-
Pt	139291	3	156819430	+
Pt	139291	2	100614436	+
Pt	139291	5	166701690	+
Pt	139291	8	100664619	+
Pt	139291	5	192890542	+
Mt	385083	4	212128934	-
Mt	108349	6	47789115	+
Mt	108349	9	62714143	-
Mt	496997	2	80368220	-
Mt	389275	4	212116628	-
Mt	388671	4	212117061	-
Mt	191869	3	9913106	-
Mt	191869	6	47311224	+
Mt	191869	3	97925238	-
Mt	191869	10	37771850	-
Mt	191869	10	101666826	-
Mt	472552	1	248276865	+
Mt	233670	2	80266891	+
Mt	204827	*	0	-
Mt	307857	8	174583591	-
Mt	307857	scaffold559	73038	+
Mt	307857	8	144096197	-
Mt	336423	10	2686505	+
Mt	336423	scaffold1936	10744	+
Mt	336423	10	47817788	+
Mt	336423	scaffold2114	8528	-
Mt	336423	scaffold2293	3783	-
Mt	336423	7	155613337	-
Mt	336423	2	99275444	-
Mt	336423	3	135858712	-
Mt	336423	2	206193948	-
Mt	336423	5	219065048	+
Mt	336423	4	157694713	+
Mt	336423	4	57860645	+
Mt	336423	6	52585362	+
Mt	336423	4	57796554	+
Mt	336423	5	85220523	-
Mt	250363	1	229776587	-
Mt	250363	3	31287318	-
Mt	250363	6	140892560	-
Mt	346145	scaffold2114	3340	+
Mt	346145	10	99177824	+
Mt	346145	9	39643466	+
Mt	346145	2	57477936	-
Mt	346145	2	99282641	+
Mt	346145	2	99286540	+
Mt	346145	5	166701690	-
Mt	346145	2	100614436	-
Mt	346145	3	156819430	-
Mt	346145	8	100664619	-
Mt	346145	1	253795567	-
Mt	287309	6	64996698	-
Pt	78085	10	99170593	-
Pt	78085	scaffold2478	1	-
Pt	78085	2	63818483	-
Pt	78085	2	63804499	-
Pt	78085	1	240257561	-
Pt	72774	scaffold2467	2434	+
Pt	72774	1	196064452	-
Pt	72774	4	215298220	+
Pt	72774	2	99273579	+
Pt	72774	2	4279135	-
Pt	59194	scaffold1679	17193	+
Pt	59194	scaffold2224	4990	-
Pt	59194	scaffold2235	4717	+
Pt	59194	scaffold2238	7193	+
Pt	59194	scaffold2159	432	+
Pt	59194	10	99167700	+
Pt	59194	4	55878842	+
Pt	59194	9	53408995	+
Pt	59194	scaffold2354	1340	-
Pt	59194	10	19067383	-
Pt	59194	6	103370820	-
Pt	59194	2	71132532	-
Pt	59194	scaffold2555	978	-
Mt	254397	9	42761333	-
Mt	204632	8	70455163	-
Mt	201993	2	150476595	+
Mt	548916	9	42757491	-
Mt	548916	3	164610847	+
Mt	548916	9	62755152	+
Mt	548916	4	159634125	-
Mt	548916	4	234634670	+
Mt	234411	2	80267632	+
Mt	234411	10	101666585	-
Mt	234411	5	211848740	+
Mt	265988	*	0	-
Mt	306309	8	174585097	-
Mt	306309	scaffold559	71490	+
Mt	306309	7	178321978	+
Pt	112473	2	106333411	-
Pt	112473	6	109063042	-
Pt	112473	10	72879060	-
Pt	112473	5	138471762	-
Mt	564497	1	237924195	+
Mt	564497	6	47302829	-
Mt	564497	4	146607856	+
Mt	564497	10	119457014	-
Pt	1674	2	99300396	-
Pt	1674	4	119835939	-
Pt	1674	9	39474457	-
Pt	1674	6	88416967	-
Pt	1674	9	144842541	+
Pt	1674	4	48709262	+
Pt	1674	scaffold358	166646	+
Pt	1674	1	87968659	-
Pt	1674	1	229776367	+
Pt	1674	8	148629742	-
Pt	1674	10	84657749	+
Pt	1674	10	84530380	+
Pt	1674	10	84639037	+
Mt	199269	3	154102074	+
Mt	199269	6	16036297	-
Pt	81113	scaffold2114	1764	+
Pt	81113	2	99284973	+
Pt	81113	2	57479569	-
Pt	81113	2	234211019	+
Pt	81113	5	219120293	-
Pt	81113	10	8302567	+
Pt	81113	3	156569108	+
Pt	81113	1	122472092	-
Pt	81113	9	141134008	-
Mt	362802	2	99357964	+
Mt	362802	scaffold440	26555	+
Mt	362802	3	141628954	-
Mt	101544	9	62730249	-
Mt	208261	2	18782851	-
Mt	208261	9	17749081	-
Mt	208261	8	70445247	-
Mt	339779	10	2689856	+
Mt	511894	*	0	-
Pt	117772	scaffold2051	320	+
Pt	117772	scaffold2123	2168	+
Pt	117772	scaffold2501	484	-
Pt	117772	5	48005476	+
Pt	117772	1	294476975	-
Pt	117772	4	48489063	+
Pt	117772	10	104243466	+
Pt	117772	3	9028255	-
Pt	117772	9	77901596	-
Pt	117772	1	232005823	+
Mt	351309	9	47886917	+
Mt	138031	1	65001515	-
Mt	226253	3	84060557	-
Mt	226253	3	238008119	+
Mt	226253	5	216495710	-
Pt	78488	10	99170103	-
Mt	406845	5	143681355	-
Mt	406845	2	392061	+
Mt	438523	9	66252291	+
Mt	438523	1	500925	+
Mt	284756	9	92519748	-
Mt	360534	2	99355927	+
Mt	501949	2	20160115	+
Mt	501949	1	92762902	-
Mt	342957	10	2693034	+
Mt	19813	2	80358696	-
Mt	214706	*	0	-
Mt	479553	9	24443990	-
Mt	479553	6	47787636	-
Mt	26913	2	80352239	-
Mt	26913	10	79988551	+
Mt	267745	5	180352624	+
Mt	267745	5	216865966	+
Mt	313450	7	121711566	+
Mt	313450	7	146473246	-
Pt	79519	9	3556347	-
Pt	79519	scaffold2114	156	+
Pt	79519	10	99169120	-
Pt	79519	2	57500327	-
Pt	79519	1	14973867	+
Pt	79519	7	160015686	-
Pt	79519	10	72176467	-
Mt	17207	2	80360792	-
Pt	116456	scaffold2501	855	-
Pt	116456	4	48488109	+
Mt	58744	3	164561804	-
Mt	58744	9	62701648	+
Pt	140068	5	166702339	+
Pt	140068	9	39643165	-
Pt	140068	6	111959710	-
Pt	140068	5	32873366	+
Pt	140068	scaffold2114	3039	-
Pt	140068	10	99177522	-
Pt	140068	2	99286241	-
Pt	140068	2	57478758	+
Pt	140068	1	253795989	+
Pt	140068	2	99282339	-
Pt	140068	5	219119511	+
Pt	140068	10	8303768	-
Mt	486574	5	2619664	-
Mt	486574	5	9408825	+
Mt	486574	4	93448855	-
Mt	486574	8	100665046	-
Pt	6392	scaffold2303	3279	+
Pt	6392	scaffold2325	46	-
Pt	6392	6	16333463	-
Pt	6392	8	141218030	+
Mt	308155	8	174583233	-
Mt	308155	8	144095847	-
Mt	308155	scaffold559	73335	+
Mt	99693	9	62732365	-
Pt	77252	scaffold2478	655	-
Pt	77252	2	237636270	+
Pt	77252	10	97636987	-
Pt	77252	5	170830519	-
Pt	77252	6	96645843	-
Pt	77252	2	45693426	-
Pt	77252	2	4279343	-
Mt	280400	8	150917490	+
Mt	280400	4	147402144	+
Mt	37306	9	62751179	-
Mt	37306	3	164606869	-
Mt	37306	9	92418342	-
Mt	376214	4	61641984	-
Mt	160501	3	226150611	-
Mt	160501	3	31232981	-
Mt	541369	2	80340809	+
Mt	129509	1	509294	+
Pt	112993	2	106332666	-
Pt	112993	1	296056580	-
Mt	468544	1	62110444	+
Mt	468544	scaffold918	25612	-
Mt	468544	2	80307449	+
Pt	139824	scaffold2114	3340	-
Pt	139824	5	166702029	+
Pt	139824	2	99282641	-
Pt	139824	2	57478449	+
Pt	139824	9	39643466	-
Pt	139824	10	99177824	-
Pt	139824	1	253795681	+
Pt	139824	10	8304061	-
Pt	139824	5	219119200	+
Pt	139824	2	113534874	+
Pt	139824	2	100614828	+
Pt	139824	9	71612167	-
Pt	139824	5	32873164	+
Pt	139824	8	100664942	+
Pt	139824	3	109747503	-
Pt	113707	2	106331940	-
Pt	113707	8	100655025	+
Pt	113707	7	19038272	+
Pt	113707	8	100660035	-
Mt	157640	6	159848521	-
Mt	157640	3	189544254	-
Mt	236902	10	80952649	+
Mt	236902	8	75810011	+
Mt	236902	6	15642818	-
Mt	273331	6	5039647	-
Mt	273331	8	96946382	-
Mt	273331	8	150883863	+
Mt	273331	10	34030657	-
Mt	277988	3	207365842	-
Mt	277988	9	106304677	+
Mt	105917	9	62726098	-
Mt	105917	1	167479384	+
Mt	564155	1	237923853	+
Mt	564155	6	47303258	-
Mt	564155	10	119457197	-
Mt	222181	1	220521465	+
Mt	222801	1	220522085	+
Mt	369060	*	0	-
Pt	114343	8	100657831	-
Pt	114343	scaffold2501	2038	-
Mt	361927	2	99357089	+
Mt	288627	*	0	-
Pt	32820	scaffold2362	2017	+
Pt	32820	1	134206366	+
Pt	32820	1	134296846	+
Mt	155608	*	0	-
Mt	262806	6	86592250	+
Mt	63562	1	73379867	+
Mt	63562	4	234643872	+
Pt	21468	scaffold2289	3779	+
Pt	21468	scaffold2197	2581	+
Pt	21468	scaffold2427	1	+
Pt	21468	5	212636116	-
Mt	372870	4	153243	+
Mt	372870	4	281430	+
Pt	75623	scaffold2478	1150	-
Pt	75623	5	170831010	-
Pt	75623	10	97637478	-
Pt	75623	2	237635409	+
Pt	75623	1	165014228	+
Mt	262384	2	28525991	+
Mt	262384	4	217301485	-
Mt	262384	4	234643872	+
Mt	262384	4	37060537	+
Mt	295310	3	77534546	-
Mt	224213	*	0	-
Mt	293481	3	77536375	-
Mt	293481	3	77531347	-
Mt	293481	7	46847226	-
Mt	441570	4	185503869	+
Mt	441570	8	11219002	+
Mt	310906	8	174579675	-
Mt	310906	7	121709029	+
Mt	138553	1	65000633	-
Pt	75428	scaffold2478	2387	-
Pt	75428	1	165013487	+
Pt	75428	2	99271524	+
Pt	75428	9	150416876	+
Mt	319613	3	7424275	+
Mt	509973	*	0	-
Mt	261340	*	0	-
Mt	60824	5	48003491	-
Mt	60824	4	196881582	-
Mt	271154	2	106334037	+
Mt	271154	4	234647198	+
Mt	344813	5	143685718	+
Mt	433538	9	42740601	-
Mt	142490	1	64996996	-
Mt	487871	1	27195933	-
Mt	487871	1	27198887	-
Mt	487871	1	27199121	-
Pt	26983	1	134279129	+
Pt	26983	scaffold2197	8098	+
Pt	26983	1	134147376	+
Pt	26983	1	78278267	-
Pt	26983	2	99183744	+
Mt	21090	2	80340672	+
Mt	21090	2	80356858	-
Mt	21090	9	42771673	+
Mt	21090	3	111617861	-
Mt	24646	2	80354304	-
Mt	550608	3	42974889	-
Mt	550608	10	1402393	+
Mt	550608	10	22517225	-
Mt	42603	9	62745840	-
Mt	42603	9	42765867	-
Mt	42603	3	84068078	-
Mt	42603	3	164601530	-
Pt	105072	scaffold2123	1	-
Pt	105072	10	99174840	-
Mt	565003	6	47302110	-
Mt	565003	1	237924701	+
Mt	200741	4	65477154	+
Mt	200741	1	88844076	-
Pt	24733	scaffold2197	5846	+
Pt	24733	scaffold2427	1895	+
Pt	24733	1	134250821	+
Pt	24733	scaffold2289	7044	+
Mt	504158	9	116746839	-
Mt	504158	2	20162324	+
Mt	504158	1	214005908	-
Mt	504158	8	82735477	+
Mt	348199	4	74009099	+
Mt	348199	scaffold2293	46	+
Mt	348199	scaffold2114	4791	+
Mt	348199	scaffold1936	14535	-
Mt	348199	10	99179273	+
Mt	348199	9	39647808	-
Mt	348199	3	119477467	+
Mt	348199	2	99287987	+
Mt	348199	3	174045420	-
Mt	348199	8	159090749	+
Mt	348199	10	141115600	-
Mt	348199	10	8307742	+
Mt	348199	5	219115420	-
Mt	348199	1	218912943	+
Mt	348199	9	16183782	-
Mt	348199	5	2022357	+
B73V4_ctg150	48840	10	58617441	-
B73V4_ctg150	205855	*	0	-
B73V4_ctg150	262374	10	58390089	-
B73V4_ctg150	262374	4	28896675	+
B73V4_ctg150	272045	10	58386330	-
B73V4_ctg150	478489	10	58200897	-
B73V4_ctg150	478489	10	58093561	-
B73V4_ctg150	572908	10	58093561	-
B73V4_ctg150	572908	10	58200897	-
B73V4_ctg150	597986	10	58050275	-
B73V4_ctg150	735500	10	57931034	-
B73V4_ctg150	735500	10	57497796	-
B73V4_ctg150	735500	10	57369520	+
B73V4_ctg150	816802	10	57849200	-
B73V4_ctg150	816802	7	89444000	+
B73V4_ctg150	816802	4	21912899	+
B73V4_ctg150	816802	3	205071518	-
B73V4_ctg150	816802	1	300080824	+
B73V4_ctg150	816802	4	245929562	-
B73V4_ctg150	816802	1	247589503	-
B73V4_ctg150	816802	9	162320398	-
B73V4_ctg150	816802	8	68878979	-
B73V4_ctg150	816802	9	127074477	-
B73V4_ctg150	816802	5	7329592	-
B73V4_ctg150	816802	8	124291866	-
B73V4_ctg150	816802	5	189501057	+
B73V4_ctg150	816802	1	54987558	-
B73V4_ctg150	816802	8	165653272	-
B73V4_ctg150	816802	5	21436510	+
B73V4_ctg150	816802	2	183331820	+
B73V4_ctg150	816802	7	160369799	+
B73V4_ctg150	816802	2	218987218	+
B73V4_ctg150	816802	6	14849299	+
B73V4_ctg150	816802	9	155160916	+
B73V4_ctg150	1141510	10	57538187	-
B73V4_ctg150	1171438	10	57497796	-
B73V4_ctg150	1171438	10	57931034	-
B73V4_ctg150	1171438	10	57369512	+
B73V4_ctg150	1299160	10	57369506	-
B73V4_ctg150	1299160	10	57497796	+
B73V4_ctg150	1299160	10	57931034	+
B73V4_ctg150	1370542	10	57302000	-
B73V4_ctg182	40799	1	95356440	+
B73V4_ctg182	41961	9	13376659	-
B73V4_ctg182	41961	2	211126795	+
B73V4_ctg182	41961	10	115513947	+
B73V4_ctg182	41961	9	149309799	+
B73V4_ctg182	72804	9	120433246	-
B73V4_ctg182	72804	1	95565768	+
B73V4_ctg182	118656	9	120392551	-
B73V4_ctg182	118656	1	97203373	-
B73V4_ctg182	259037	9	120376881	-
B73V4_ctg182	378277	9	120260166	-
B73V4_ctg182	384330	9	120257039	-
B73V4_ctg182	424379	9	103219510	-
B73V4_ctg182	424379	7	2209892	-
B73V4_ctg182	424379	9	120210586	-
B73V4_ctg182	458832	9	120166879	-
B73V4_ctg182	458832	1	96400554	-
B73V4_ctg182	474177	9	120125256	-
B73V4_ctg182	474177	1	96130682	-
B73V4_ctg182	516538	9	120079933	-
B73V4_ctg182	516538	1	96057065	-
B73V4_ctg182	631843	9	119916449	-
B73V4_ctg182	664090	9	119869460	-
B73V4_ctg182	729639	9	119805913	-
B73V4_ctg182	729639	1	95796002	-
B73V4_ctg182	945691	9	119590876	-
B73V4_ctg182	945691	9	151033959	-
B73V4_ctg182	945691	1	30845818	+
B73V4_ctg182	953004	9	119584009	-
B73V4_ctg182	953004	1	97209583	+
B73V4_ctg182	1051027	9	119507966	-
B73V4_ctg182	1051027	1	97314776	+
B73V4_ctg182	1206837	9	119299429	-
B73V4_ctg182	1206837	5	214021223	-
B73V4_ctg182	1206837	9	133501700	-
B73V4_ctg182	1206837	6	148251537	-
B73V4_ctg182	1206837	3	30761684	+
B73V4_ctg182	1230822	9	119271213	-
B73V4_ctg182	1230822	1	97449672	+
B73V4_ctg10	94253	1	115822784	-
B73V4_ctg10	155739	1	115762068	-
B73V4_ctg10	155739	7	66214211	-
B73V4_ctg10	155739	4	149206988	+
B73V4_ctg10	155739	4	244874024	+
B73V4_ctg10	155739	4	149218921	+
B73V4_ctg10	155739	6	121551544	+
B73V4_ctg10	292300	1	115621469	-
B73V4_ctg10	480283	1	115424358	-
B73V4_ctg10	518227	1	115386445	-
B73V4_ctg10	518227	7	86544819	+
B73V4_ctg10	518227	6	151208222	-
B73V4_ctg10	518227	scaffold340	361835	+
B73V4_ctg10	518227	4	235941610	+
B73V4_ctg10	518227	2	236269566	-
B73V4_ctg10	518227	8	77403627	-
B73V4_ctg10	605863	1	115291216	-
B73V4_ctg10	605863	1	255161463	-
B73V4_ctg10	605863	9	121070824	+
B73V4_ctg10	605863	6	66702666	-
B73V4_ctg10	605863	5	19164494	-
B73V4_ctg10	605863	7	114893291	+
B73V4_ctg10	605863	10	99642439	+
B73V4_ctg10	605863	1	198598942	+
B73V4_ctg10	605863	1	114579746	+
B73V4_ctg10	605863	7	15833613	+
B73V4_ctg10	605863	5	85859683	+
B73V4_ctg10	633830	1	115263993	-
B73V4_ctg10	655391	1	115229107	-
B73V4_ctg10	655391	1	112516474	-
B73V4_ctg10	655391	4	210415518	+
B73V4_ctg10	655391	3	77357042	+
B73V4_ctg10	655391	7	10513446	-
B73V4_ctg10	655391	5	72472185	+
B73V4_ctg10	655391	7	94170165	-
B73V4_ctg10	655391	4	215783791	-
B73V4_ctg10	655391	8	66452002	-
B73V4_ctg10	655391	2	58707795	+
B73V4_ctg10	655391	7	61293060	+
B73V4_ctg10	655391	3	5727938	-
B73V4_ctg10	676060	1	115210197	-
B73V4_ctg10	676060	9	156147154	+
B73V4_ctg10	676060	9	117620613	+
B73V4_ctg10	676060	5	85166902	-
B73V4_ctg10	676060	10	133960089	-
B73V4_ctg10	676060	10	55621237	-
B73V4_ctg10	676060	4	89151073	+
B73V4_ctg10	676060	2	228582638	+
B73V4_ctg10	676060	9	62537656	-
B73V4_ctg10	839040	1	115025379	-
B73V4_ctg10	856578	1	114925819	-
B73V4_ctg31	359763	3	351878	+
B73V4_ctg31	359763	3	119324363	+
B73V4_ctg31	359763	4	90699763	+
B73V4_ctg31	359763	3	150854979	+
B73V4_ctg31	359763	2	54781522	-
B73V4_ctg31	359763	2	23394425	-
B73V4_ctg31	359763	2	199963147	-
B73V4_ctg31	359763	8	26227835	-
B73V4_ctg31	359763	9	7285974	-
B73V4_ctg31	359763	2	15608565	-
B73V4_ctg31	359763	1	187215492	-
B73V4_ctg31	359763	4	129940234	+
B73V4_ctg31	359763	4	205128988	+
B73V4_ctg31	359763	2	7842302	+
B73V4_ctg31	359763	7	27508985	-
B73V4_ctg31	359763	5	17828589	-
B73V4_ctg31	359763	7	35050110	-
B73V4_ctg31	359763	5	61693204	-
B73V4_ctg31	359763	7	87350085	-
B73V4_ctg31	359763	3	210219350	-
B73V4_ctg31	359763	1	123839032	-
B73V4_ctg31	537761	3	520688	+
B73V4_ctg31	537761	2	58488407	-
B73V4_ctg31	537761	6	127948766	-
B73V4_ctg31	537761	9	99220789	-
B73V4_ctg31	537761	scaffold465	60023	-
B73V4_ctg31	537761	5	105790258	+
B73V4_ctg31	537761	1	1850648	-
B73V4_ctg31	537761	9	56145162	+
B73V4_ctg31	537761	10	96151459	+
B73V4_ctg31	537761	8	5053324	-
B73V4_ctg31	537761	7	66335634	+
B73V4_ctg31	537761	5	132102340	-
B73V4_ctg31	537761	8	49199948	-
B73V4_ctg31	540373	*	0	-
B73V4_ctg31	542102	3	525487	+
B73V4_ctg31	542102	5	99133402	+
B73V4_ctg31	542102	6	127942179	-
B73V4_ctg31	542102	1	174464417	-
B73V4_ctg31	542102	4	234164384	+
B73V4_ctg31	542102	1	76567382	-
B73V4_ctg31	542102	3	74489412	+
B73V4_ctg31	542102	4	88745634	-
B73V4_ctg31	542102	7	74119984	-
B73V4_ctg31	542102	3	77334258	-
B73V4_ctg31	542102	9	32258734	-
B73V4_ctg31	542102	5	132066752	-
B73V4_ctg31	542102	5	132084953	-
B73V4_ctg31	542102	1	1270182	+
B73V4_ctg31	542102	4	55537597	-
B73V4_ctg31	602596	3	596978	+
B73V4_ctg31	602596	10	133876914	-
B73V4_ctg31	602596	2	22741214	+
B73V4_ctg31	604646	3	263966	-
B73V4_ctg31	685972	3	608748	+
B73V4_ctg31	685972	3	240618268	+
B73V4_ctg31	721884	3	654289	+
B73V4_ctg31	721884	3	240336008	+
B73V4_ctg31	721884	10	5596596	+
B73V4_ctg31	775860	3	730884	+
B73V4_ctg31	775860	3	240497266	+
B73V4_ctg31	775860	1	178595281	+
B73V4_ctg31	791577	3	866064	+
B73V4_ctg31	791577	3	857730	+
B73V4_ctg31	791577	2	26083280	-
B73V4_ctg31	791577	7	77289028	-
B73V4_ctg31	791577	2	26091189	-
B73V4_ctg31	791577	7	77297000	-
B73V4_ctg31	791577	3	72729916	+
B73V4_ctg31	791577	3	72721518	+
B73V4_ctg91	391959	6	106628156	+
B73V4_ctg91	391959	2	215851435	-
B73V4_ctg91	391959	3	213536215	+
B73V4_ctg91	391959	3	66356343	-
B73V4_ctg91	391959	4	102537188	+
B73V4_ctg91	391959	6	114728975	+
B73V4_ctg91	391959	2	15755926	+
B73V4_ctg91	391959	6	59362741	+
B73V4_ctg91	391959	1	3680174	-
B73V4_ctg91	391959	10	92103355	-
B73V4_ctg91	391959	1	110301133	+
B73V4_ctg91	576085	4	126660221	-
B73V4_ctg91	664683	4	126562021	-
B73V4_ctg91	664683	4	113914722	+
B73V4_ctg91	664683	4	195518396	-
B73V4_ctg91	665537	4	126560878	-
B73V4_ctg91	665537	4	195517249	-
B73V4_ctg91	665537	4	26768301	-
B73V4_ctg91	665537	1	241166143	-
B73V4_ctg91	665537	3	9120877	+
B73V4_ctg91	665537	7	133921163	-
B73V4_ctg91	665537	scaffold998	14607	-
B73V4_ctg91	665537	3	192020830	+
B73V4_ctg91	665537	1	70321672	-
B73V4_ctg91	665537	6	107936389	-
B73V4_ctg91	665537	6	18570193	+
B73V4_ctg91	665537	5	20511737	+
B73V4_ctg91	665537	6	128665518	+
B73V4_ctg91	665537	7	4827071	+
B73V4_ctg91	665537	6	86339652	+
B73V4_ctg91	665537	1	23840883	+
B73V4_ctg91	665537	9	67617258	-
B73V4_ctg91	665537	2	53783178	-
B73V4_ctg91	665537	5	56325405	+
B73V4_ctg91	665537	10	121444308	-
B73V4_ctg91	665537	9	103451482	+
B73V4_ctg52	19930	4	214688239	+
B73V4_ctg52	19930	10	131174660	-
B73V4_ctg52	19930	2	178161874	+
B73V4_ctg52	19930	8	23567737	+
B73V4_ctg52	19930	10	59025551	+
B73V4_ctg52	19930	5	196667694	-
B73V4_ctg52	19930	1	298261945	+
B73V4_ctg52	19930	scaffold2216	6447	-
B73V4_ctg52	19930	3	212097358	+
B73V4_ctg52	19930	scaffold488	47978	+
B73V4_ctg52	19930	1	50738664	-
B73V4_ctg52	19930	5	12675014	-
B73V4_ctg52	19930	2	116931760	-
B73V4_ctg52	19930	9	150031051	-
B73V4_ctg52	19930	9	118335733	-
B73V4_ctg52	19930	4	190094672	+
B73V4_ctg52	19930	8	3486086	+
B73V4_ctg52	19930	5	42059833	+
B73V4_ctg52	19930	3	20056809	-
B73V4_ctg52	19930	1	258187145	-
B73V4_ctg52	19930	10	71415313	+
B73V4_ctg52	21320	4	214689754	+
B73V4_ctg52	51214	4	214719712	+
B73V4_ctg52	51214	1	128881631	-
B73V4_ctg52	51214	5	43277439	+
B73V4_ctg52	51214	10	133656111	-
B73V4_ctg52	51214	1	30363479	-
B73V4_ctg52	51214	7	153490372	-
B73V4_ctg52	51214	2	118695781	+
B73V4_ctg52	51214	10	27519389	-
B73V4_ctg52	51214	1	29981408	+
B73V4_ctg52	187986	4	214856426	+
B73V4_ctg52	317993	4	214991490	+
B73V4_ctg52	346937	4	215021137	+
B73V4_ctg52	429347	4	215103503	+
B73V4_ctg52	429347	4	73991387	+
B73V4_ctg52	429347	3	236087836	+
B73V4_ctg52	429347	2	119477042	-
B73V4_ctg52	429347	2	115495425	+
B73V4_ctg52	429347	9	148354171	-
B73V4_ctg52	429347	9	69058080	+
B73V4_ctg52	429347	3	66630308	-
B73V4_ctg52	429347	10	9932019	+
B73V4_ctg52	429347	10	130906199	-
B73V4_ctg52	429347	9	84886168	+
B73V4_ctg52	429347	1	36571427	+
B73V4_ctg52	429347	8	135869009	-
B73V4_ctg52	578562	4	215252089	+
B73V4_ctg52	578562	5	196660920	+
B73V4_ctg52	578562	9	161133637	+
B73V4_ctg52	578562	1	293932219	+
B73V4_ctg52	578562	1	293660381	-
B73V4_ctg52	578562	7	101066307	+
B73V4_ctg52	578562	9	137740396	-
B73V4_ctg52	578562	10	73538324	-
B73V4_ctg52	578562	6	25571307	-
B73V4_ctg52	578562	10	59124074	+
B73V4_ctg52	578562	6	145378340	-
B73V4_ctg52	578562	8	157022006	+
B73V4_ctg52	578562	7	41645999	-
B73V4_ctg52	578562	3	187977024	-
B73V4_ctg52	578562	2	223835286	+
B73V4_ctg52	578562	2	134751320	-
B73V4_ctg52	578562	1	176884471	-
B73V4_ctg52	578562	1	64416795	-
B73V4_ctg52	578562	3	62282515	+
B73V4_ctg52	578562	4	149238594	+
B73V4_ctg52	578562	1	207679033	-
B73V4_ctg142	68137	4	113457108	+
B73V4_ctg142	408174	scaffold1354	12321	-
B73V4_ctg142	408174	scaffold1489	9783	-
B73V4_ctg142	408174	4	113788033	+
