B73V4_ctg97	40258	6	49773343	-
B73V4_ctg100	4352	4	6635909	-
B73V4_ctg134	5196	7	57570704	+
B73V4_ctg134	5196	1	58112080	-
B73V4_ctg134	5196	9	54919133	-
B73V4_ctg134	5196	3	38369395	+
B73V4_ctg134	5196	8	51421430	+
B73V4_ctg134	5196	3	11488755	-
B73V4_ctg134	5196	3	25231855	-
B73V4_ctg134	5196	9	47815252	+
B73V4_ctg134	17567	2	41902834	-
B73V4_ctg134	17567	3	28859067	-
B73V4_ctg134	17567	3	38362882	-
B73V4_ctg134	17567	4	11817802	+
B73V4_ctg134	17567	2	61967576	+
B73V4_ctg134	17567	5	12611488	-
B73V4_ctg134	17567	4	64996322	-
B73V4_ctg134	17567	8	59986818	+
B73V4_ctg134	17567	3	38377288	+
B73V4_ctg134	17567	10	2115038	+
B73V4_ctg134	17567	1	77002198	+
B73V4_ctg134	17567	3	6950896	+
B73V4_ctg134	17567	10	53851370	-
B73V4_ctg134	37464	5	6774145	-
B73V4_ctg134	37464	4	50544482	-
B73V4_ctg134	37464	2	72209144	+
B73V4_ctg134	37464	8	53396747	-
B73V4_ctg134	37464	8	53469447	-
B73V4_ctg134	37464	8	53435012	-
B73V4_ctg134	37464	7	55651625	+
B73V4_ctg134	37464	1	64970646	-
B73V4_ctg134	37464	6	48372449	+
B73V4_ctg134	37464	10	6640269	-
B73V4_ctg134	46348	4	7313551	-
B73V4_ctg134	46348	3	18264259	-
B73V4_ctg134	46348	3	38371644	+
B73V4_ctg134	52981	5	67806600	-
B73V4_ctg134	52981	3	38364943	+
B73V4_ctg134	52981	6	46918485	-
B73V4_ctg134	52981	6	51943194	-
B73V4_ctg134	52981	7	58034648	-
B73V4_ctg134	52981	7	58016217	-
B73V4_ctg134	66945	3	28852426	-
B73V4_ctg134	66945	3	38345979	+
B73V4_ctg134	66945	8	48614885	-
B73V4_ctg134	66945	3	38340553	+
B73V4_ctg104	67198	10	4116694	+
B73V4_ctg14	71867	2	59246635	+
B73V4_ctg40	27788	2	59614295	+
B73V4_ctg73	52548	1	17239718	-
B73V4_ctg73	70157	1	17225951	-
B73V4_ctg103	43921	5	55009512	+
B73V4_ctg103	43921	5	55005923	+
B73V4_ctg107	25722	1	68799971	+
B73V4_ctg107	25722	4	3367193	+
B73V4_ctg107	28850	4	3373881	+
B73V4_ctg107	37690	4	3392476	+
B73V4_ctg107	37690	7	2749794	+
B73V4_ctg107	37690	8	60499053	-
B73V4_ctg107	37690	5	587490	-
B73V4_ctg107	37690	3	73385082	-
B73V4_ctg107	44572	4	3418276	+
B73V4_ctg107	50720	4	3440091	+
B73V4_ctg107	50720	4	3441264	+
B73V4_ctg107	58890	4	3466987	+
B73V4_ctg107	61610	4	3470063	+
B73V4_ctg5	41480	1	12996945	-
B73V4_ctg51	15658	9	54402362	+
B73V4_ctg51	18680	9	54404231	+
B73V4_ctg51	27816	9	54412196	+
B73V4_ctg51	50346	9	54417721	+
B73V4_ctg51	58448	9	54429515	+
B73V4_ctg253	64236	*	0	-
B73V4_ctg89	18903	3	3317326	+
B73V4_ctg89	18903	3	3300265	+
B73V4_ctg89	18903	9	43546076	-
B73V4_ctg54	31034	8	1883351	+
B73V4_ctg54	31034	4	66225163	-
B73V4_ctg188	18507	*	0	-
B73V4_ctg188	46568	2	70479815	+
B73V4_ctg188	50430	*	0	-
B73V4_ctg188	56000	5	6801565	-
B73V4_ctg188	56000	7	63659145	+
B73V4_ctg188	62232	5	2794776	+
B73V4_ctg188	62232	4	13146064	-
B73V4_ctg188	62232	9	49919389	+
B73V4_ctg188	62232	7	60810671	+
B73V4_ctg188	62232	10	11045581	-
B73V4_ctg188	62232	7	54687928	-
B73V4_ctg188	62232	10	7281009	+
B73V4_ctg188	62232	5	9110672	+
B73V4_ctg188	62232	7	49819020	+
B73V4_ctg188	62232	1	39598549	-
B73V4_ctg188	62232	4	67956553	+
B73V4_ctg188	62232	2	60515016	-
B73V4_ctg188	62232	7	16057380	-
B73V4_ctg188	62232	7	55312796	+
B73V4_ctg188	62232	5	50707306	-
B73V4_ctg188	62232	3	53707399	-
B73V4_ctg188	62232	3	72008339	-
B73V4_ctg188	62232	1	53173185	-
B73V4_ctg188	62232	2	45245767	+
B73V4_ctg188	62232	10	8604519	+
B73V4_ctg188	62232	7	18986039	+
B73V4_ctg188	70613	1	51021634	+
B73V4_ctg188	70613	9	8589625	+
B73V4_ctg188	73260	3	25765953	-
B73V4_ctg188	81471	6	58269317	-
B73V4_ctg74	56185	1	69570513	+
B73V4_ctg247	803	9	53879540	+
B73V4_ctg180	57626	*	0	-
B73V4_ctg125	13663	1	2382965	-
B73V4_ctg125	13663	1	2373869	+
B73V4_ctg125	17680	1	79429195	-
B73V4_ctg125	17680	2	74830833	+
B73V4_ctg125	36131	1	3873954	+
B73V4_ctg125	55858	1	2382965	-
B73V4_ctg125	55858	1	2373869	+
B73V4_ctg117	66	7	5784068	-
B73V4_ctg23	49432	9	53771956	-
B73V4_ctg245	49053	3	45897797	+
B73V4_ctg61	40115	1	71984479	+
B73V4_ctg61	40115	8	4182934	+
B73V4_ctg61	46641	9	55774384	-
B73V4_ctg95	73509	*	0	-
B73V4_ctg35	19508	7	14199808	+
B73V4_ctg35	44795	7	14205337	+
B73V4_ctg35	50898	1	21214390	-
B73V4_ctg35	53242	*	0	-
B73V4_ctg206	55678	10	53115168	-
B73V4_ctg206	55678	10	53118844	+
B73V4_ctg206	55678	10	47734501	-
B73V4_ctg115	30305	10	57881858	-
B73V4_ctg115	42964	10	57798290	-
B73V4_ctg115	42964	10	57792499	-
B73V4_ctg115	42964	10	57777682	-
B73V4_ctg115	42964	10	57777682	-
B73V4_ctg115	46043	10	52613537	+
B73V4_ctg115	49957	7	4456367	+
B73V4_ctg189	2236	4	64713668	+
B73V4_ctg189	2236	10	6908023	-
B73V4_ctg189	50582	4	64713668	+
B73V4_ctg189	50582	10	6908023	-
B73V4_ctg13	27848	4	58673419	+
B73V4_ctg18	24291	1	18617604	-
B73V4_ctg147	430	9	54234836	-
B73V4_ctg147	430	6	60345512	-
B73V4_ctg147	6935	6	59619947	+
B73V4_ctg147	31063	6	59617509	+
B73V4_ctg147	45931	6	59617509	+
B73V4_ctg24	12019	4	59583493	+
B73V4_ctg24	17371	4	59595508	+
B73V4_ctg24	21822	4	59601086	+
B73V4_ctg66	34040	3	4959085	-
B73V4_ctg66	52941	1	3453809	-
B73V4_ctg66	52941	1	3438812	-
B73V4_ctg66	52941	1	3429960	-
B73V4_ctg66	59013	1	51020638	-
B73V4_ctg66	59013	9	8588954	-
B73V4_ctg66	63480	5	2794802	-
B73V4_ctg66	63480	7	60810698	-
B73V4_ctg66	63480	9	49919415	-
B73V4_ctg66	63480	4	13145707	+
B73V4_ctg66	63480	7	54687562	+
B73V4_ctg66	63480	10	11045082	+
B73V4_ctg66	63480	4	60614668	-
B73V4_ctg66	63480	6	2905789	-
B73V4_ctg66	63480	5	9110690	-
B73V4_ctg66	63480	4	67956553	-
B73V4_ctg66	63480	6	3369635	-
B73V4_ctg66	63480	6	10668705	+
B73V4_ctg66	63480	2	60514635	+
B73V4_ctg66	63480	7	55312796	-
B73V4_ctg66	63480	1	39598015	+
B73V4_ctg66	63480	1	59760635	+
B73V4_ctg66	63480	7	16057060	+
B73V4_ctg66	63480	7	49819045	-
B73V4_ctg66	63480	5	50706949	+
B73V4_ctg66	63480	2	45245956	-
B73V4_ctg66	63480	7	18986466	-
B73V4_ctg42	27125	1	24901666	+
B73V4_ctg83	67145	*	0	-
B73V4_ctg208	37618	6	56250134	-
B73V4_ctg41	3464	1	59984169	-
B73V4_ctg41	19480	1	59882024	-
B73V4_ctg41	61567	*	0	-
B73V4_ctg173	2511	9	55073666	+
B73V4_ctg173	7834	9	55061660	-
B73V4_ctg29	1752	4	53759422	+
B73V4_ctg29	1752	4	53733025	-
B73V4_ctg29	51422	4	53759368	+
B73V4_ctg29	51422	4	53732667	-
B73V4_ctg4	28493	9	36078893	-
B73V4_ctg4	41986	9	37355302	-
B73V4_ctg248	21086	10	5027930	+
B73V4_ctg248	21086	8	6560990	+
B73V4_ctg28	4355	4	48611475	-
B73V4_ctg28	10641	4	48592174	-
B73V4_ctg46	27798	3	17142692	-
B73V4_ctg58	10359	10	52686896	-
B73V4_ctg58	30440	10	52679622	-
B73V4_ctg69	13157	3	72514988	+
B73V4_ctg69	24296	*	0	-
B73V4_ctg69	50957	3	72533732	+
B73V4_ctg8	43499	*	0	-
B73V4_ctg8	51671	2	54758085	-
B73V4_ctg151	52117	5	33946543	-
B73V4_ctg121	20918	1	69166906	-
B73V4_ctg121	20918	7	4861221	+
B73V4_ctg121	20918	10	7848265	+
B73V4_ctg121	20918	7	4906017	-
B73V4_ctg121	20918	5	2284061	-
B73V4_ctg121	28928	10	13178390	-
B73V4_ctg141	39614	3	10165477	+
B73V4_ctg141	39614	3	5377119	+
B73V4_ctg250	32293	3	53431329	+
B73V4_ctg105	38570	7	980984	-
B73V4_ctg219	9506	5	2777084	+
B73V4_ctg219	9506	5	2776012	+
B73V4_ctg219	9506	5	1425678	+
B73V4_ctg219	9506	6	47465790	+
B73V4_ctg68	36025	10	55401473	+
B73V4_ctg68	39521	10	55404725	+
B73V4_ctg68	40310	10	55405582	+
B73V4_ctg2	11524	1	9941573	+
B73V4_ctg2	22186	1	9946644	+
B73V4_ctg2	31399	7	49515374	+
B73V4_ctg2	31399	4	44080384	+
B73V4_ctg2	31399	2	53889417	+
B73V4_ctg3	46642	9	34710225	-
B73V4_ctg190	31288	2	68416345	+
B73V4_ctg190	49126	2	68901647	+
B73V4_ctg190	49126	7	43563365	-
B73V4_ctg88	18569	6	55079382	-
B73V4_ctg88	34954	9	49686147	+
B73V4_ctg88	34954	10	54937253	+
B73V4_ctg110	4664	5	18806088	+
B73V4_ctg110	4664	5	18806070	+
B73V4_ctg110	4664	5	15567235	-
B73V4_ctg242	24505	6	55517057	+
B73V4_ctg144	34672	*	0	-
B73V4_ctg119	9942	1	74186343	+
B73V4_ctg12	3203	4	65148828	+
2	40178	6	60576288	+
2	99801	6	60578383	+
2	177013	6	60590197	+
2	259078	1	15407481	+
2	259078	1	15402761	+
2	259078	1	15411022	+
2	358456	6	60617537	+
2	432594	7	1703895	+
2	432594	1	1573952	-
2	432594	9	45766535	-
2	473339	6	60547763	+
2	475371	6	60551741	+
2	477842	6	60528627	-
2	481355	6	60521580	-
2	546551	9	57748120	-
2	591782	6	60515214	-
2	644079	7	5464297	+
2	707483	6	60494151	-
2	740855	8	59596670	+
2	740855	10	50164397	-
2	740855	1	75545554	-
2	740855	1	12669240	+
2	740855	8	59579852	-
2	830371	6	60442719	-
2	833688	6	60436623	-
2	1023933	6	60306544	-
2	1026064	3	4882076	+
2	1045117	3	59584741	+
2	1064875	6	60300048	-
2	1084435	6	60279391	-
